Post_ID,Platform,Content_Type,Content_Category,Post_Type,Region,Longitude,Latitude,Engagement,Views,Likes,Shares,Comments,Engagement_Rate,Impressions,Video_Views,Live_Stream_Views,Clicks,Click_Through_Rate,Main_Hashtag,Post_Published_At,Post_Date,Post_Hour,Engagement_Level
Post_925,X.com,Organic,Educational,Video,Canada,-106.3468,56.1304,"  566,731 ","  2,472,611 ","  565,461 ","  156,630 ","  92,514 ",0.23,"  3,191,211 ","  2,472,611 ",  -   ,,,#CustomerStory,2024-11-16 11:08:00,11/16/2024,11,High
Post_926,X.com,Organic,Event / Webinar,Image,UK,-3.436,55.3781,"  18,600 ","  124,656 ","  25,914 ","  9,537 ","  5,123 ",0.15,"  143,576 ",  -   ,  -   ,,,#EventRecap,2024-01-11 10:46:00,1/11/2024,10,Medium
Post_927,X.com,Organic,Entertainment,Text,USA,-95.7129,37.0902,"  25,141 ","  378,354 ","  55,018 ","  21,423 ","  16,109 ",0.07,"  461,636 ",  -   ,  -   ,,,#FunContent,2024-03-13 12:11:00,3/13/2024,12,Low
Post_928,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  59,248 ","  286,311 ","  35,771 ","  14,025 ","  12,794 ",0.21,"  370,476 ","  247,797 ",  -   ,"  5,631 ",1.52%,#SuccessStory,2024-01-26 16:56:00,1/26/2024,16,High
Post_929,Instagram,Organic,Educational,Image,USA,-95.7129,37.0902,"  44,724 ","  285,566 ","  61,205 ","  17,015 ","  7,904 ",0.16,"  352,199 ",  -   ,  -   ,,,#SuccessStory,2024-03-20 14:37:00,3/20/2024,14,Medium
Post_930,X.com,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  303,503 ","  2,143,683 ","  414,817 ","  128,885 ","  84,871 ",0.14,"  2,584,705 ","  2,143,683 ",  -   ,,,#ProductDemo,2024-09-06 12:39:00,9/6/2024,12,Medium
Post_931,Instagram,Organic,Educational,Image,Japan,138.2529,36.2048,"  61,529 ","  274,288 ","  35,556 ","  19,271 ","  7,524 ",0.22,"  306,377 ",  -   ,  -   ,,,#SuccessStory,2025-01-14 12:36:00,1/14/2025,12,High
Post_932,X.com,Organic,Educational,Image,Canada,-106.3468,56.1304,"  10,322 ","  41,790 ","  6,913 ","  2,629 ","  1,567 ",0.25,"  48,282 ",  -   ,  -   ,,,#SuccessStory,2024-11-04 11:50:00,11/4/2024,11,High
Post_933,TikTok,Organic,Educational,Live Stream,Germany,10.4515,51.1657,"  11,506 ","  52,451 ","  12,584 ","  3,993 ","  2,103 ",0.22,"  61,135 ",  -   ,"  234,283 ","  1,485 ",2.43%,#SuccessStory,2024-05-25 16:04:00,5/25/2024,16,High
Post_934,X.com,Organic,Product Promotion,Video,Australia,133.7751,-25.2744,"  312,330 ","  2,563,324 ","  270,448 ","  137,749 ","  85,750 ",0.12,"  3,291,582 ","  2,563,324 ",  -   ,,,#ProductDemo,2024-08-29 09:52:00,8/29/2024,9,Medium
Post_935,Instagram,Organic,Educational,Image,Australia,133.7751,-25.2744,"  58,085 ","  252,925 ","  53,392 ","  13,721 ","  5,922 ",0.23,"  327,409 ",  -   ,  -   ,,,#SuccessStory,2025-01-05 17:14:00,1/5/2025,17,High
Post_936,TikTok,Organic,Educational,Video,USA,-95.7129,37.0902,"  46,264 ","  222,972 ","  39,622 ","  13,536 ","  6,569 ",0.21,"  266,830 ","  216,530 ",  -   ,"  4,829 ",1.81%,#SuccessStory,2024-03-26 15:50:00,3/26/2024,15,High
Post_937,YouTube,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,"  144,445 ","  1,429,686 ","  165,734 ","  102,756 ","  42,308 ",0.10,"  1,628,400 ",  -   ,"  1,257,367 ",,,#WebinarReplay,2025-04-02 15:32:00,4/2/2025,15,Medium
Post_938,TikTok,Organic,Educational,Video,Japan,138.2529,36.2048,"  38,364 ","  237,326 ","  51,099 ","  7,854 ","  10,222 ",0.16,"  266,716 ","  229,467 ",  -   ,"  4,560 ",1.71%,#SuccessStory,2024-05-28 17:25:00,5/28/2024,17,Medium
Post_939,YouTube,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  52,081 ","  484,186 ","  109,716 ","  20,878 ","  17,851 ",0.11,"  536,470 ","  460,011 ",  -   ,,,#ProductDemo,2025-01-11 17:39:00,1/11/2025,17,Medium
Post_940,TikTok,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,"  33,596 ","  192,087 ","  32,148 ","  11,310 ","  8,228 ",0.17,"  224,066 ",  -   ,"  128,883 ","  5,019 ",2.24%,#EventRecap,2025-01-31 17:45:00,1/31/2025,17,Medium
Post_941,Instagram,Organic,Educational,Live Stream,UK,-3.436,55.3781,"  45,372 ","  222,368 ","  25,555 ","  15,194 ","  13,042 ",0.20,"  287,747 ",  -   ,"  446,028 ",,,#SuccessStory,2024-03-21 08:52:00,3/21/2024,8,High
Post_942,YouTube,Sponsored,Educational,Video,USA,-95.7129,37.0902,"  33,648 ","  168,396 ","  32,015 ","  10,953 ","  5,289 ",0.20,"  206,479 ","  145,052 ",  -   ,,,#CustomerStory,2024-04-04 11:35:00,4/4/2024,11,Medium
Post_943,X.com,Organic,Educational,Video,UK,-3.436,55.3781,"  227,359 ","  1,136,634 ","  242,860 ","  50,120 ","  37,192 ",0.20,"  1,460,493 ","  1,136,634 ",  -   ,,,#CustomerStory,2025-03-05 11:28:00,3/5/2025,11,High
Post_944,TikTok,Organic,Event / Webinar,Live Stream,UK,-3.436,55.3781,  179 ,"  1,000 ",  108 ,  54 ,  56 ,0.18,"  1,222 ",  -   ,"  186,601 ",  29 ,2.43%,#EventRecap,2024-03-24 09:48:00,3/24/2024,9,Medium
Post_945,X.com,Organic,Entertainment,Text,UK,-3.436,55.3781,"  30,809 ","  345,923 ","  78,803 ","  20,050 ","  14,040 ",0.09,"  387,404 ",  -   ,  -   ,,,#FunContent,2025-01-31 17:37:00,1/31/2025,17,Low
Post_946,Instagram,Organic,Product Promotion,Live Stream,Japan,138.2529,36.2048,"  86,887 ","  1,077,396 ","  110,329 ","  84,235 ","  37,794 ",0.08,"  1,315,115 ",  -   ,"  131,886 ",,,#ProductDemo,2025-01-11 19:32:00,1/11/2025,19,Low
Post_947,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  202,927 ","  2,345,203 ","  437,028 ","  85,144 ","  101,474 ",0.09,"  2,939,171 ","  2,345,203 ",  -   ,,,#ProductDemo,2024-10-03 11:38:00,10/3/2024,11,Low
Post_948,YouTube,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  213,680 ","  2,146,131 ","  345,446 ","  158,796 ","  98,608 ",0.10,"  2,746,725 ","  2,146,131 ",  -   ,,,#ProductDemo,2024-01-27 11:15:00,1/27/2024,11,Low
Post_949,X.com,Organic,Product Promotion,Video,Germany,10.4515,51.1657,"  182,962 ","  1,286,816 ","  188,459 ","  51,588 ","  72,516 ",0.14,"  1,611,196 ","  1,286,816 ",  -   ,,,#ProductDemo,2024-01-04 16:31:00,1/4/2024,16,Medium
Post_950,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  42,621 ","  281,852 ","  56,781 ","  12,696 ","  7,711 ",0.15,"  352,678 ","  252,296 ",  -   ,"  7,018 ",1.99%,#SuccessStory,2024-09-20 08:32:00,9/20/2024,8,Medium
Post_951,TikTok,Organic,Educational,Video,Brazil,-51.9253,-14.235,"  16,451 ","  96,241 ","  18,525 ","  3,081 ","  3,180 ",0.17,"  114,883 ","  94,995 ",  -   ,"  2,079 ",1.81%,#SuccessStory,2024-10-10 11:49:00,10/10/2024,11,Medium
Post_952,X.com,Organic,Educational,Text,UK,-3.436,55.3781,"  40,136 ","  235,509 ","  28,777 ","  18,660 ","  6,679 ",0.17,"  265,199 ",  -   ,  -   ,,,#SuccessStory,2024-02-05 12:49:00,2/5/2024,12,Medium
Post_953,Instagram,Organic,Educational,Live Stream,Japan,138.2529,36.2048,"  58,676 ","  313,366 ","  51,337 ","  18,260 ","  6,530 ",0.19,"  346,860 ",  -   ,"  278,330 ",,,#SuccessStory,2024-04-18 17:13:00,4/18/2024,17,Medium
Post_954,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,"  32,403 ","  180,180 ","  40,089 ","  13,380 ","  4,228 ",0.18,"  217,598 ","  170,310 ",  -   ,"  2,719 ",1.25%,#SuccessStory,2024-02-28 08:55:00,2/28/2024,8,Medium
Post_955,YouTube,Organic,Product Promotion,Video,Germany,10.4515,51.1657,"  192,210 ","  1,845,406 ","  414,173 ","  67,698 ","  105,955 ",0.10,"  2,307,282 ","  1,845,406 ",  -   ,,,#ProductDemo,2025-04-04 12:03:00,4/4/2025,12,Medium
Post_956,YouTube,Organic,Educational,Live Stream,UK,-3.436,55.3781,"  65,673 ","  326,032 ","  78,638 ","  20,810 ","  11,259 ",0.20,"  419,810 ",  -   ,"  913,350 ",,,#CustomerStory,2025-04-11 15:05:00,4/11/2025,15,High
Post_957,YouTube,Organic,Educational,Video,Canada,-106.3468,56.1304,"  546,310 ","  2,926,063 ","  628,510 ","  223,756 ","  82,491 ",0.19,"  3,685,667 ","  2,926,063 ",  -   ,,,#CustomerStory,2024-02-19 13:04:00,2/19/2024,13,Medium
Post_958,YouTube,Organic,Event / Webinar,Live Stream,Japan,138.2529,36.2048,"  179,099 ","  1,226,033 ","  258,425 ","  40,691 ","  43,510 ",0.15,"  1,417,972 ",  -   ,"  956,735 ",,,#WebinarReplay,2025-03-28 11:41:00,3/28/2025,11,Medium
Post_959,TikTok,Organic,Educational,Video,Australia,133.7751,-25.2744,"  184,121 ","  742,431 ","  122,634 ","  54,551 ","  20,213 ",0.25,"  957,392 ","  719,249 ",  -   ,"  20,296 ",2.12%,#SuccessStory,2024-09-26 16:42:00,9/26/2024,16,High
Post_960,X.com,Organic,Product Promotion,Text,USA,-95.7129,37.0902,"  17,765 ","  200,685 ","  26,654 ","  9,293 ","  10,083 ",0.09,"  236,557 ",  -   ,  -   ,,,#FeatureHighlight,2024-09-25 15:48:00,9/25/2024,15,Low
Post_961,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,"  93,370 ","  412,964 ","  55,440 ","  13,595 ","  13,213 ",0.23,"  493,434 ","  388,878 ",  -   ,"  7,500 ",1.52%,#SuccessStory,2024-03-30 15:26:00,3/30/2024,15,High
Post_962,X.com,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  146,470 ","  1,720,493 ","  215,410 ","  82,136 ","  61,936 ",0.09,"  1,912,290 ","  1,720,493 ",  -   ,,,#ProductDemo,2024-08-19 10:23:00,8/19/2024,10,Low
Post_963,TikTok,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  60,019 ","  691,558 ","  84,896 ","  41,417 ","  32,219 ",0.09,"  818,712 ","  651,479 ",  -   ,"  15,391 ",1.88%,#FunContent,2024-12-10 08:25:00,12/10/2024,8,Low
Post_964,TikTok,Organic,Event / Webinar,Live Stream,UK,-3.436,55.3781,"  39,800 ","  270,760 ","  55,550 ","  13,683 ","  10,880 ",0.15,"  298,234 ",  -   ,"  222,930 ","  3,489 ",1.17%,#EventRecap,2024-04-20 16:16:00,4/20/2024,16,Medium
Post_965,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,"  314,679 ","  1,788,648 ","  277,665 ","  141,216 ","  65,874 ",0.18,"  2,147,073 ","  1,788,648 ",  -   ,"  25,335 ",1.18%,#CustomerStory,2024-12-25 12:35:00,12/25/2024,12,Medium
Post_966,X.com,Organic,Product Promotion,Image,Canada,-106.3468,56.1304,"  72,383 ","  519,699 ","  122,903 ","  34,228 ","  22,494 ",0.14,"  654,592 ",  -   ,  -   ,,,#FeatureHighlight,2024-06-12 17:00:00,6/12/2024,17,Medium
Post_967,Instagram,Organic,Educational,Image,UK,-3.436,55.3781,"  45,720 ","  236,926 ","  40,577 ","  11,681 ","  13,900 ",0.19,"  293,653 ",  -   ,  -   ,,,#SuccessStory,2024-01-17 16:26:00,1/17/2024,16,Medium
Post_968,YouTube,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,"  62,391 ","  720,988 ","  81,099 ","  52,738 ","  28,278 ",0.09,"  803,000 ","  661,168 ",  -   ,,,#TrendingNow,2024-12-27 12:27:00,12/27/2024,12,Low
Post_969,Instagram,Organic,Event / Webinar,Live Stream,Canada,-106.3468,56.1304,"  4,834 ","  30,130 ","  6,979 ","  1,211 ","  1,598 ",0.16,"  36,503 ",  -   ,"  121,844 ",,,#EventRecap,2025-03-19 15:39:00,3/19/2025,15,Medium
Post_970,X.com,Organic,Educational,Image,UK,-3.436,55.3781,"  88,376 ","  381,963 ","  93,877 ","  21,248 ","  12,083 ",0.23,"  456,018 ",  -   ,  -   ,,,#SuccessStory,2024-06-30 15:29:00,6/30/2024,15,High
Post_971,Instagram,Organic,Event / Webinar,Live Stream,Germany,10.4515,51.1657,"  32,365 ","  206,722 ","  26,646 ","  7,535 ","  6,597 ",0.16,"  259,644 ",  -   ,"  288,650 ",,,#EventRecap,2025-03-17 10:41:00,3/17/2025,10,Medium
Post_972,Instagram,Organic,Educational,Image,Australia,133.7751,-25.2744,"  78,479 ","  329,381 ","  44,177 ","  12,618 ","  10,971 ",0.24,"  424,237 ",  -   ,  -   ,,,#SuccessStory,2024-01-30 16:05:00,1/30/2024,16,High
Post_973,YouTube,Sponsored,Educational,Video,Japan,138.2529,36.2048,"  24,138 ","  117,081 ","  27,358 ","  6,207 ","  5,665 ",0.21,"  151,823 ","  102,183 ",  -   ,,,#CustomerStory,2024-05-14 17:03:00,5/14/2024,17,High
Post_974,X.com,Organic,Educational,Image,Japan,138.2529,36.2048,"  58,082 ","  243,881 ","  26,223 ","  8,495 ","  11,905 ",0.24,"  282,015 ",  -   ,  -   ,,,#SuccessStory,2024-12-08 10:12:00,12/8/2024,10,High
Post_975,YouTube,Organic,Educational,Live Stream,Germany,10.4515,51.1657,"  46,736 ","  202,124 ","  34,393 ","  12,187 ","  7,505 ",0.23,"  223,432 ",  -   ,"  1,675,252 ",,,#CustomerStory,2024-12-19 16:39:00,12/19/2024,16,High
Post_976,Instagram,Organic,Educational,Video,Japan,138.2529,36.2048,"  495,001 ","  2,269,606 ","  230,539 ","  154,547 ","  126,490 ",0.22,"  2,693,041 ","  2,269,606 ",  -   ,,,#CustomerStory,2025-03-19 12:52:00,3/19/2025,12,High
Post_977,LinkedIn,Sponsored,Product Promotion,Video,Canada,-106.3468,56.1304,"  15,807 ","  158,376 ","  25,083 ","  11,778 ","  8,830 ",0.10,"  184,850 ","  139,148 ",  -   ,,,#FeatureHighlight,12:06:00 PM,4/30/2025,12,Low
Post_978,YouTube,Sponsored,Entertainment,Video,Brazil,-51.9253,-14.235,"  224,380 ","  3,978,271 ","  764,864 ","  303,722 ","  232,658 ",0.06,"  4,781,053 ","  3,978,271 ",  -   ,,,#TrendingNow,2024-08-05 12:23:00,8/5/2024,12,Low
Post_979,X.com,Organic,Entertainment,Video,India,78.9629,20.5937,"  60,465 ","  693,722 ","  169,150 ","  25,765 ","  29,964 ",0.09,"  802,296 ","  693,722 ",  -   ,,,#TrendingNow,2024-06-26 12:47:00,6/26/2024,12,Low
Post_980,TikTok,Organic,Entertainment,Video,Japan,138.2529,36.2048,"  164,674 ","  1,721,543 ","  244,203 ","  86,504 ","  103,209 ",0.10,"  1,912,622 ","  1,721,543 ",  -   ,"  30,793 ",1.61%,#TrendingNow,2024-11-22 13:11:00,11/22/2024,13,Low
Post_981,TikTok,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,"  42,271 ","  170,621 ","  21,016 ","  8,868 ","  6,896 ",0.25,"  196,514 ","  161,681 ",  -   ,"  3,556 ",1.81%,#SuccessStory,2024-01-23 08:58:00,1/23/2024,8,High
Post_982,TikTok,Sponsored,Entertainment,Video,Germany,10.4515,51.1657,"  27,354 ","  529,871 ","  78,139 ","  18,200 ","  17,024 ",0.05,"  685,288 ","  479,986 ",  -   ,"  16,378 ",2.39%,#FunContent,2025-01-29 17:43:00,1/29/2025,17,Low
Post_983,TikTok,Sponsored,Product Promotion,Video,Canada,-106.3468,56.1304,"  263,703 ","  1,880,236 ","  349,024 ","  141,919 ","  38,069 ",0.14,"  2,373,114 ","  1,880,236 ",  -   ,"  38,919 ",1.64%,#ProductDemo,2024-06-13 11:02:00,6/13/2024,11,Medium
Post_984,X.com,Organic,Educational,Text,UK,-3.436,55.3781,"  51,739 ","  293,006 ","  70,982 ","  10,128 ","  7,752 ",0.18,"  378,607 ",  -   ,  -   ,,,#SuccessStory,2024-07-21 11:31:00,7/21/2024,11,Medium
Post_985,TikTok,Sponsored,Product Promotion,Video,Germany,10.4515,51.1657,"  243,567 ","  1,759,653 ","  243,966 ","  92,376 ","  83,964 ",0.14,"  2,193,639 ","  1,759,653 ",  -   ,"  31,588 ",1.44%,#ProductDemo,2024-07-20 11:17:00,7/20/2024,11,Medium
Post_986,Instagram,Sponsored,Entertainment,Video,India,78.9629,20.5937,"  183,419 ","  2,018,572 ","  503,256 ","  89,575 ","  83,828 ",0.09,"  2,435,739 ","  2,018,572 ",  -   ,,,#TrendingNow,2024-10-24 08:22:00,10/24/2024,8,Medium
Post_987,X.com,Organic,Product Promotion,Image,Brazil,-51.9253,-14.235,"  29,264 ","  264,795 ","  65,303 ","  19,241 ","  10,574 ",0.11,"  323,221 ",  -   ,  -   ,,,#FeatureHighlight,2024-08-23 11:26:00,8/23/2024,11,Medium
Post_988,Instagram,Organic,Event / Webinar,Live Stream,Australia,133.7751,-25.2744,"  23,822 ","  216,460 ","  29,024 ","  12,379 ","  10,346 ",0.11,"  260,408 ",  -   ,"  496,114 ",,,#EventRecap,2024-02-08 14:10:00,2/8/2024,14,Medium
Post_989,X.com,Organic,Product Promotion,Video,Brazil,-51.9253,-14.235,"  72,429 ","  821,838 ","  177,371 ","  31,659 ","  29,077 ",0.09,"  961,050 ","  821,838 ",  -   ,,,#ProductDemo,2025-02-06 15:38:00,2/6/2025,15,Low
Post_990,X.com,Organic,Event / Webinar,Image,Japan,138.2529,36.2048,"  61,105 ","  385,557 ","  63,528 ","  26,637 ","  15,178 ",0.16,"  485,340 ",  -   ,  -   ,,,#EventRecap,2024-01-27 17:53:00,1/27/2024,17,Medium
Post_991,X.com,Organic,Entertainment,Video,Germany,10.4515,51.1657,"  177,328 ","  2,804,937 ","  380,751 ","  115,617 ","  112,702 ",0.06,"  3,231,763 ","  2,804,937 ",  -   ,,,#TrendingNow,2024-08-02 10:10:00,8/2/2024,10,Low
Post_992,YouTube,Organic,Product Promotion,Live Stream,Australia,133.7751,-25.2744,"  29,249 ","  195,319 ","  19,798 ","  12,190 ","  7,899 ",0.15,"  232,254 ",  -   ,"  1,950,452 ",,,#ProductDemo,2024-06-22 10:54:00,6/22/2024,10,Medium
Post_993,X.com,Organic,Entertainment,Text,Germany,10.4515,51.1657,"  55,098 ","  715,068 ","  86,464 ","  41,803 ","  39,127 ",0.08,"  869,966 ",  -   ,  -   ,,,#FunContent,2024-05-15 17:14:00,5/15/2024,17,Low
Post_994,YouTube,Organic,Product Promotion,Video,Germany,10.4515,51.1657,"  200,350 ","  2,158,001 ","  448,221 ","  104,883 ","  51,140 ",0.09,"  2,571,430 ","  2,158,001 ",  -   ,,,#ProductDemo,2024-11-08 18:25:00,11/8/2024,18,Low
Post_995,TikTok,Organic,Educational,Video,Germany,10.4515,51.1657,"  86,619 ","  349,763 ","  47,777 ","  27,399 ","  20,400 ",0.25,"  402,061 ","  324,046 ",  -   ,"  7,036 ",1.75%,#SuccessStory,2025-01-24 15:50:00,1/24/2025,15,High
Post_996,Instagram,Organic,Educational,Image,Germany,10.4515,51.1657,"  40,024 ","  221,320 ","  33,686 ","  16,549 ","  12,983 ",0.18,"  263,080 ",  -   ,  -   ,,,#SuccessStory,2025-03-29 11:13:00,3/29/2025,11,Medium
Post_997,YouTube,Organic,Educational,Video,Japan,138.2529,36.2048,"  97,097 ","  558,179 ","  113,402 ","  24,377 ","  27,606 ",0.17,"  619,763 ","  508,722 ",  -   ,,,#CustomerStory,2025-03-19 17:30:00,3/19/2025,17,Medium
Post_998,Instagram,Organic,Educational,Image,Brazil,-51.9253,-14.235,"  8,735 ","  50,446 ","  5,417 ","  2,487 ","  1,722 ",0.17,"  58,675 ",  -   ,  -   ,,,#SuccessStory,2025-02-10 16:43:00,2/10/2025,16,Medium
Post_999,X.com,Organic,Event / Webinar,Text,Brazil,-51.9253,-14.235,"  6,376 ","  47,820 ","  6,161 ","  2,174 ","  2,821 ",0.13,"  56,533 ",  -   ,  -   ,,,#EventRecap,2024-02-07 10:32:00,2/7/2024,10,Medium
Post_1000,TikTok,Sponsored,Product Promotion,Video,UK,-3.436,55.3781,"  160,509 ","  1,924,039 ","  358,798 ","  152,320 ","  57,074 ",0.08,"  2,378,605 ","  1,924,039 ",  -   ,"  57,800 ",2.43%,#ProductDemo,2025-03-10 10:08:00,3/10/2025,10,Low
Post_1001,X.com,Organic,Entertainment,Image,Brazil,-51.9253,-14.235,"  62,092 ","  651,984 ","  73,861 ","  41,625 ","  14,711 ",0.10,"  794,917 ",  -   ,  -   ,,,#FunContent,2024-01-21 15:46:00,1/21/2024,15,Low
Post_1002,Instagram,Organic,Product Promotion,Video,UK,-3.436,55.3781,"  398,094 ","  3,146,978 ","  663,814 ","  127,605 ","  168,882 ",0.13,"  3,480,780 ","  3,146,978 ",  -   ,,,#ProductDemo,2024-11-18 17:53:00,11/18/2024,17,Medium
Post_1003,Instagram,Sponsored,Entertainment,Video,Japan,138.2529,36.2048,"  143,350 ","  1,895,712 ","  251,443 ","  69,551 ","  110,202 ",0.08,"  2,112,833 ","  1,895,712 ",  -   ,,,#TrendingNow,2024-03-06 09:22:00,3/6/2024,9,Low
Post_1004,YouTube,Sponsored,Educational,Video,UK,-3.436,55.3781,"  126,154 ","  741,019 ","  96,231 ","  35,117 ","  33,204 ",0.17,"  895,862 ","  697,223 ",  -   ,,,#CustomerStory,2025-04-20 08:23:00,4/20/2025,8,Medium
Post_1005,X.com,Organic,Product Promotion,Text,UK,-3.436,55.3781,"  31,545 ","  211,777 ","  28,762 ","  8,614 ","  7,718 ",0.15,"  262,774 ",  -   ,  -   ,,,#FeatureHighlight,2024-09-11 17:48:00,9/11/2024,17,Medium
Post_1006,Instagram,Sponsored,Educational,Image,Brazil,-51.9253,-14.235,"  36,579 ","  181,950 ","  28,202 ","  9,014 ","  10,745 ",0.20,"  234,885 ",  -   ,  -   ,,,#SuccessStory,2024-02-09 12:09:00,2/9/2024,12,High
Post_1007,Instagram,Organic,Entertainment,Video,Canada,-106.3468,56.1304,"  93,767 ","  1,527,481 ","  168,336 ","  70,027 ","  46,850 ",0.06,"  1,834,787 ","  1,527,481 ",  -   ,,,#TrendingNow,2025-01-20 15:01:00,1/20/2025,15,Low
Post_1008,X.com,Organic,Entertainment,Image,Germany,10.4515,51.1657,"  44,836 ","  646,391 ","  140,046 ","  47,132 ","  34,772 ",0.07,"  757,528 ",  -   ,  -   ,,,#FunContent,2025-02-05 11:33:00,2/5/2025,11,Low
Post_1009,X.com,Organic,Event / Webinar,Text,UK,-3.436,55.3781,"  14,824 ","  137,250 ","  14,978 ","  8,931 ","  2,798 ",0.11,"  162,207 ",  -   ,  -   ,,,#EventRecap,2024-12-11 11:03:00,12/11/2024,11,Medium
Post_1010,Instagram,Organic,Event / Webinar,Live Stream,USA,-95.7129,37.0902,"  49,939 ","  362,790 ","  74,011 ","  24,783 ","  11,668 ",0.14,"  457,959 ",  -   ,"  217,566 ",,,#EventRecap,2024-05-19 17:09:00,5/19/2024,17,Medium
Post_1011,Instagram,Sponsored,Educational,Image,USA,-95.7129,37.0902,"  72,525 ","  419,943 ","  85,642 ","  33,330 ","  12,181 ",0.17,"  517,564 ",  -   ,  -   ,,,#SuccessStory,2024-10-17 12:56:00,10/17/2024,12,Medium
Post_1012,YouTube,Sponsored,Educational,Video,Brazil,-51.9253,-14.235,"  396,142 ","  1,698,653 ","  325,211 ","  128,681 ","  44,597 ",0.23,"  2,123,927 ","  1,698,653 ",  -   ,,,#CustomerStory,2024-10-18 09:55:00,10/18/2024,9,High
Post_1013,TikTok,Organic,Educational,Video,UK,-3.436,55.3781,"  19,527 ","  83,891 ","  14,359 ","  3,916 ","  3,621 ",0.23,"  107,195 ","  79,548 ",  -   ,"  2,551 ",2.38%,#SuccessStory,2025-04-05 17:09:00,4/5/2025,17,High
Post_1014,YouTube,Organic,Educational,Live Stream,USA,-95.7129,37.0902,"  48,360 ","  300,325 ","  55,678 ","  18,495 ","  12,238 ",0.16,"  333,430 ",  -   ,"  849,287 ",,,#CustomerStory,2024-05-29 15:08:00,5/29/2024,15,Medium
Post_1015,Instagram,Organic,Educational,Live Stream,Australia,133.7751,-25.2744,"  8,315 ","  53,407 ","  6,796 ","  2,948 ","  1,757 ",0.16,"  61,504 ",  -   ,"  285,594 ",,,#SuccessStory,2024-07-21 17:15:00,7/21/2024,17,Medium
Post_1016,YouTube,Organic,Educational,Video,Australia,133.7751,-25.2744,"  56,276 ","  241,713 ","  29,003 ","  18,463 ","  13,223 ",0.23,"  300,092 ","  223,352 ",  -   ,,,#CustomerStory,2024-09-17 17:40:00,9/17/2024,17,High
Post_1017,YouTube,Organic,Product Promotion,Video,Canada,-106.3468,56.1304,"  53,073 ","  545,406 ","  120,640 ","  37,299 ","  13,394 ",0.10,"  670,184 ","  485,512 ",  -   ,,,#ProductDemo,2024-02-10 17:35:00,2/10/2024,17,Low
Post_1018,TikTok,Organic,Entertainment,Video,India,78.9629,20.5937,"  112,990 ","  1,756,948 ","  395,574 ","  103,427 ","  80,567 ",0.06,"  2,093,706 ","  1,756,948 ",  -   ,"  32,452 ",1.55%,#TrendingNow,2024-07-02 16:34:00,7/2/2024,16,Low
Post_1019,X.com,Organic,Educational,Image,UK,-3.436,55.3781,"  34,203 ","  197,436 ","  38,666 ","  6,727 ","  7,384 ",0.17,"  228,735 ",  -   ,  -   ,,,#SuccessStory,2024-07-27 19:01:00,7/27/2024,19,Medium
Post_1020,YouTube,Organic,Event / Webinar,Live Stream,Canada,-106.3468,56.1304,"  356,809 ","  2,024,305 ","  368,047 ","  74,232 ","  96,489 ",0.18,"  2,548,604 ",  -   ,"  745,031 ",,,#WebinarReplay,2024-03-18 18:30:00,3/18/2024,18,Medium
Post_1021,TikTok,Organic,Educational,Video,USA,-95.7129,37.0902,"  49,171 ","  257,877 ","  43,862 ","  9,112 ","  11,857 ",0.19,"  328,432 ","  242,653 ",  -   ,"  7,061 ",2.15%,#SuccessStory,2024-03-08 17:37:00,3/8/2024,17,Medium
Post_1022,YouTube,Organic,Entertainment,Video,Brazil,-51.9253,-14.235,"  62,999 ","  710,784 ","  159,377 ","  43,573 ","  16,355 ",0.09,"  797,840 ","  681,396 ",  -   ,,,#TrendingNow,2024-10-27 17:17:00,10/27/2024,17,Low
Post_1023,Instagram,Organic,Educational,Image,Australia,133.7751,-25.2744,"  41,340 ","  209,375 ","  33,030 ","  16,153 ","  9,299 ",0.20,"  265,277 ",  -   ,  -   ,,,#SuccessStory,2024-01-25 15:22:00,1/25/2024,15,Medium
Post_1024,X.com,Organic,Event / Webinar,Text,Germany,10.4515,51.1657,"  22,452 ","  188,316 ","  38,897 ","  6,708 ","  9,309 ",0.12,"  217,508 ",  -   ,  -   ,,,#EventRecap,2024-12-09 11:22:00,12/9/2024,11,Medium
Post_1025,YouTube,Sponsored,Educational,Video,Canada,-106.3468,56.1304,"  283,290 ","  1,324,496 ","  317,350 ","  41,366 ","  63,400 ",0.21,"  1,649,083 ","  1,324,496 ",  -   ,,,#CustomerStory,2025-04-15 12:04:00,4/15/2025,12,High
